fipscode,State,County,premature_death,poor_health,low_birthweight,obesity,diabetes,food_access,unemployment,child_poverty,income_inequality
1121,Alabama,Talladega County,10788.8,0.2768,0.1195,0.328,0.8065,0.5,0.065,0.246,45.2
1123,Alabama,Tallapoosa County,10327.2,0.2424,0.1085,0.33,0.7329,0.285714286,0.065,0.257,51.5
1125,Alabama,Tuscaloosa County,9525.2,0.1761,0.1134,0.322,0.7521,0.357142857,0.042,0.217,49.9
1127,Alabama,Walker County,15507.1,0.2904,0.0912,0.324,0.7799,0.388888889,0.051,0.246,45.1
1129,Alabama,Washington County,9774.1,0.1877,0.0994,0.346,0.7129,0.214285714,0.076,0.266,43.3
1131,Alabama,Wilcox County,13015.6,0.2237,0.113,0.394,0.6667,0.153846154,0.127,0.467,51.8
1133,Alabama,Winston County,10334.2,0.189,0.094,0.283,0.71,0.375,0.078,0.258,45.2
2000,Alaska,Alaska,7633.9,0.1411,0.0588,0.282,0.6732,0.373626374,0.067,0.131,40.1
2013,Alaska,Aleutians East Borough,,0.1748,,0.282,,0.6,0.088,0.14,41.9
2016,Alaska,Aleutians West Census Area,5270.5,0.222,,0.289,,0.428571429,0.06,0.092,34.6
2020,Alaska,Anchorage Borough,6981.4,0.1331,0.0633,0.259,0.6619,0.387096774,0.053,0.105,39.7
2050,Alaska,Bethel Census Area,12111.4,0.1726,0.0586,0.344,,0.407407407,0.141,0.286,42.5
2060,Alaska,Bristol Bay Borough,,0.216,,0.342,,0.666666667,0.046,0.081,33.3
2068,Alaska,Denali Borough,,0.0852,,0.284,,0.0,0.061,0.068,37.0
2070,Alaska,Dillingham Census Area,9243.4,0.1248,0.0572,0.373,,0.285714286,0.094,0.296,43.1
2090,Alaska,Fairbanks North Star Borough,6430.5,0.1189,0.0558,0.261,0.7681,0.5,0.061,0.102,38.8
2100,Alaska,Haines Borough,8214.8,0.146,,0.282,,1.0,0.089,0.171,44.1
2110,Alaska,Juneau Borough,5591.7,0.1045,0.0518,0.267,0.6168,0.25,0.048,0.089,36.5
2122,Alaska,Kenai Peninsula Borough,8329.3,0.1386,0.0479,0.294,0.8149,0.466666667,0.082,0.143,40.7
2130,Alaska,Ketchikan Gateway Borough,6466.9,0.1257,0.0611,0.331,0.8333,0.333333333,0.059,0.118,38.1
2150,Alaska,Kodiak Island Borough,6370.4,0.0962,0.064,0.266,0.5909,0.125,0.07,0.09,39.2
2164,Alaska,Lake and Peninsula Borough,,0.1574,,0.34,,0.0,0.072,0.251,45.1
2170,Alaska,Matanuska-Susitna Borough,7801.6,0.1622,0.0615,0.287,0.7596,0.454545455,0.077,0.116,40.0
2180,Alaska,Nome Census Area,15301.8,0.1878,0.0627,0.314,,0.5,0.105,0.285,42.6
2185,Alaska,North Slope Borough,11553.8,0.1607,0.0603,0.37,,0.555555556,0.043,0.165,36.5
2188,Alaska,Northwest Arctic Borough,14061.7,0.2084,0.0596,0.322,,0.181818182,0.117,0.253,40.0
2201,Alaska,Prince of Wales-Outer Ketchikan Census Area,8746.6,0.1894,,0.342,,0.444444444,0.141,0.238,39.5
2220,Alaska,Sitka Borough,7570.0,0.1149,0.0386,0.287,0.4462,1.0,0.058,0.105,39.4
2232,Alaska,Skagway-Hoonah-Angoon Census Area,7669.6,0.1287,,0.343,,0.428571429,0.13,0.192,40.5
2240,Alaska,Southeast Fairbanks Census Area,7255.7,0.2093,0.0423,0.327,0.8636,0.25,0.088,0.196,42.6
2261,Alaska,Valdez-Cordova Census Area,8114.0,0.1528,0.0618,0.318,0.6667,0.375,0.084,0.099,41.4
2270,Alaska,Wade Hampton Census Area,16087.5,0.3094,0.0648,0.299,,0.666666667,0.201,0.363,41.0
2280,Alaska,Wrangell-Petersburg Census Area,7678.2,0.1374,0.042,0.254,0.8824,0.5,0.106,0.127,43.3
2282,Alaska,Yakutat Borough,,0.0894,,0.287,,1.0,0.075,0.162,41.0
2290,Alaska,Yukon-Koyukuk Census Area,15824.5,0.1745,0.0399,0.294,,0.2,0.143,0.314,45.0
4000,Arizona,Arizona,7612.4,0.157,0.0701,0.258,0.7401,0.430451128,0.055,0.2,45.1
4001,Arizona,Apache County,13084.1,0.1737,0.0699,0.315,0.3312,0.25,0.106,0.402,48.3
4003,Arizona,Cochise County,8110.5,0.1679,0.0767,0.224,0.6579,0.259259259,0.053,0.26,44.5
4005,Arizona,Coconino County,7459.6,0.1133,0.0801,0.215,0.4549,0.36,0.051,0.197,44.8
4007,Arizona,Gila County,12237.1,0.2006,0.0754,0.271,0.7358,0.357142857,0.06,0.281,42.4
4009,Arizona,Graham County,8526.0,0.1859,0.0704,0.287,0.655,0.333333333,0.063,0.263,38.5
4011,Arizona,Greenlee County,7692.6,,0.0644,0.316,0.7297,0.25,0.047,0.136,36.1
4012,Arizona,La Paz County,12847.2,0.232,0.0534,0.28,0.5619,0.444444444,0.071,0.363,47.0
4013,Arizona,Maricopa County,6977.8,0.1527,0.0688,0.225,0.7712,0.524752475,0.048,0.182,44.8
4015,Arizona,Mohave County,11158.9,0.2086,0.067,0.262,0.7876,0.387096774,0.07,0.24,44.4
4017,Arizona,Navajo County,12182.8,0.1733,0.0795,0.261,0.4694,0.379310345,0.092,0.319,43.0
4019,Arizona,Pima County,8019.1,0.1377,0.0748,0.212,0.7791,0.414285714,0.051,0.211,45.2
4021,Arizona,Pinal County,9010.3,0.1707,0.0725,0.281,0.7396,0.464285714,0.068,0.17,40.6
4023,Arizona,Santa Cruz County,5969.3,0.1841,0.0715,0.216,0.6981,0.3,0.1,0.298,46.0
4025,Arizona,Yavapai County,7962.2,0.1897,0.0716,0.177,0.8028,0.382352941,0.056,0.198,43.1
4027,Arizona,Yuma County,6328.9,0.1997,0.058,0.257,0.8133,0.5,0.171,0.264,43.3
5000,Arkansas,Arkansas,9604.6,0.191,0.0889,0.293,0.759,0.320169253,0.051,0.253,45.8
5001,Arkansas,Arkansas County,12292.1,0.2963,0.1105,0.333,0.7466,0.333333333,0.092,0.265,46.9
5003,Arkansas,Ashley County,9936.5,0.2236,0.0938,0.346,0.7355,0.285714286,0.072,0.301,45.0
5005,Arkansas,Baxter County,9483.1,0.1482,0.0679,0.261,0.7841,0.25,0.056,0.219,43.0
5007,Arkansas,Benton County,6371.7,0.1477,0.0658,0.27,0.7952,0.428571429,0.038,0.149,41.7
5009,Arkansas,Boone County,9319.2,0.1734,0.0731,0.278,0.8011,0.222222222,0.051,0.224,46.2
5011,Arkansas,Bradley County,10739.4,0.153,0.0924,0.307,0.6779,0.5,0.069,0.344,49.7
5013,Arkansas,Calhoun County,10817.8,0.142,0.1351,0.307,0.8197,0.0,0.058,0.229,47.1
5015,Arkansas,Carroll County,9471.4,0.216,0.0617,0.252,0.8007,0.666666667,0.042,0.286,47.6
5017,Arkansas,Chicot County,11587.6,,0.103,0.352,0.7606,1.0,0.077,0.448,52.5
5019,Arkansas,Clark County,8766.2,0.1867,0.0794,0.315,0.7053,0.2,0.054,0.263,47.1
5021,Arkansas,Clay County,11455.0,0.2882,0.0781,0.3,0.7884,0.272727273,0.076,0.276,47.3
5023,Arkansas,Cleburne County,8477.2,0.2054,0.1034,0.279,0.7899,0.363636364,0.053,0.276,43.8
5025,Arkansas,Cleveland County,7589.1,0.3011,0.1047,0.315,0.7795,0.0,0.055,0.234,43.1
5027,Arkansas,Columbia County,11464.2,0.1923,0.0947,0.31,0.7308,0.333333333,0.065,0.304,48.1
5029,Arkansas,Conway County,9285.6,0.252,0.0719,0.288,0.7273,0.111111111,0.052,0.265,45.1
5031,Arkansas,Craighead County,9608.8,0.2083,0.0798,0.293,0.7574,0.357142857,0.045,0.248,45.1
5033,Arkansas,Crawford County,9610.6,0.1857,0.0777,0.29,0.7627,0.363636364,0.045,0.254,41.5
5035,Arkansas,Crittenden County,12731.9,0.2213,0.1295,0.342,0.7614,0.3,0.074,0.383,46.3
5037,Arkansas,Cross County,10458.0,0.1959,0.0963,0.309,0.6852,0.6,0.064,0.294,48.8
5039,Arkansas,Dallas County,13076.1,0.1665,0.1406,0.329,0.6507,0.25,0.068,0.317,50.3
5041,Arkansas,Desha County,11737.5,0.1889,0.1382,0.336,0.6738,0.25,0.081,0.363,49.4
5043,Arkansas,Drew County,10076.4,0.192,0.1008,0.299,0.7742,0.2,0.074,0.304,49.6
5045,Arkansas,Faulkner County,7648.6,0.1942,0.0717,0.291,0.8192,0.333333333,0.044,0.163,43.1
5047,Arkansas,Franklin County,8647.3,0.1897,0.0734,0.322,0.7865,0.333333333,0.041,0.271,42.6
5049,Arkansas,Fulton County,10616.5,0.1813,0.077,0.285,0.8418,0.111111111,0.048,0.32,48.6
5051,Arkansas,Garland County,11260.1,0.1904,0.0867,0.266,0.8342,0.384615385,0.052,0.291,46.0
5053,Arkansas,Grant County,8213.3,0.1885,0.0829,0.305,0.64,0.2,0.049,0.154,42.1
5055,Arkansas,Greene County,10341.6,0.1997,0.0782,0.297,0.6628,0.125,0.062,0.22,46.6
5057,Arkansas,Hempstead County,9154.1,0.2613,0.105,0.322,0.6509,0.375,0.055,0.332,45.4
5059,Arkansas,Hot Spring County,9561.6,0.2409,0.0814,0.316,0.7507,0.166666667,0.062,0.223,41.4
5061,Arkansas,Howard County,9069.1,0.2007,0.0905,0.294,0.6879,0.6,0.052,0.257,47.3
5063,Arkansas,Independence County,9246.5,0.2081,0.0924,0.279,0.7493,0.1875,0.066,0.225,44.4
5065,Arkansas,Izard County,10557.7,0.2528,0.0845,0.267,0.7938,0.214285714,0.062,0.314,45.9
5067,Arkansas,Jackson County,10137.9,0.3075,0.1103,0.311,0.515,0.333333333,0.073,0.366,49.4
5069,Arkansas,Jefferson County,11370.9,0.1755,0.1227,0.349,0.8091,0.25,0.072,0.374,46.5
5071,Arkansas,Johnson County,8790.4,0.215,0.0654,0.282,0.7514,0.25,0.044,0.247,48.0
5073,Arkansas,Lafayette County,10267.8,0.2083,0.1071,0.306,0.6505,0.5,0.066,0.361,48.4
5075,Arkansas,Lawrence County,10664.6,0.2029,0.0777,0.296,0.8453,0.285714286,0.067,0.326,44.0
5077,Arkansas,Lee County,11414.5,,0.1124,0.334,0.6917,0.166666667,0.08,0.471,51.2
5079,Arkansas,Lincoln County,11246.7,0.1881,0.1056,0.322,0.8898,0.5,0.076,0.309,44.3
5081,Arkansas,Little River County,9770.4,0.1929,0.1035,0.32,0.675,0.333333333,0.037,0.275,45.1
5083,Arkansas,Logan County,10904.5,0.2785,0.0837,0.277,0.8346,0.333333333,0.061,0.256,45.2
5085,Arkansas,Lonoke County,9541.8,0.1778,0.0763,0.321,0.7462,0.444444444,0.042,0.161,39.5
5087,Arkansas,Madison County,9322.8,0.1838,0.0707,0.272,0.6721,0.25,0.04,0.264,46.6
5089,Arkansas,Marion County,9137.1,0.1519,0.0686,0.288,0.7755,0.571428571,0.058,0.319,44.3
5091,Arkansas,Miller County,10007.5,0.2384,0.1009,0.342,0.7547,0.4,0.037,0.293,47.5
5093,Arkansas,Mississippi County,12346.2,0.284,0.1155,0.325,0.6661,0.263157895,0.072,0.403,47.0
5095,Arkansas,Monroe County,14000.7,0.226,0.1179,0.315,0.7548,0.4,0.059,0.384,50.7
5097,Arkansas,Montgomery County,9437.1,0.2773,0.0676,0.271,0.7755,0.125,0.053,0.311,43.6
5099,Arkansas,Nevada County,11020.1,0.2704,0.1128,0.3,0.8111,0.285714286,0.064,0.3,46.8
5101,Arkansas,Newton County,8160.7,0.1729,0.0649,0.306,0.9455,0.090909091,0.053,0.352,47.1
5103,Arkansas,Ouachita County,11231.4,0.1743,0.1237,0.32,0.7778,0.5,0.06,0.31,45.4
5105,Arkansas,Perry County,9793.9,0.2894,0.0792,0.281,0.7714,0.166666667,0.051,0.252,45.2
5107,Arkansas,Phillips County,15305.4,0.2122,0.1269,0.358,0.6061,0.230769231,0.067,0.493,51.3
5109,Arkansas,Pike County,9155.6,0.3009,0.0808,0.289,0.7222,0.428571429,0.057,0.246,48.3
5111,Arkansas,Poinsett County,13682.1,0.2556,0.0928,0.334,0.7652,0.333333333,0.059,0.379,44.0
5113,Arkansas,Polk County,8310.9,0.2193,0.0769,0.286,0.7472,0.571428571,0.048,0.302,46.5
5115,Arkansas,Pope County,7905.8,0.1941,0.07,0.296,0.7528,0.4,0.045,0.239,43.3
5117,Arkansas,Prairie County,11611.1,0.2492,0.0957,0.297,0.7862,0.333333333,0.053,0.247,47.0
5119,Arkansas,Pulaski County,10135.7,0.1485,0.1018,0.27,0.7801,0.4,0.044,0.225,46.2
5121,Arkansas,Randolph County,8491.7,0.2127,0.0832,0.284,0.7839,0.142857143,0.077,0.26,44.6
5123,Arkansas,St. Francis County,12034.7,0.191,0.1237,0.324,0.7083,0.181818182,0.089,0.429,49.8
5125,Arkansas,Saline County,8222.8,0.1644,0.0822,0.27,0.784,0.333333333,0.041,0.148,37.4
5127,Arkansas,Scott County,9294.7,0.1878,0.0759,0.299,0.6283,0.4,0.044,0.332,44.3
5129,Arkansas,Searcy County,11362.3,0.26,0.0781,0.291,0.7978,0.285714286,0.05,0.391,47.8
5131,Arkansas,Sebastian County,9030.1,0.1743,0.0759,0.278,0.755,0.4,0.046,0.247,46.0
5133,Arkansas,Sevier County,12377.0,0.2,0.0892,0.305,0.6774,0.4,0.037,0.275,44.4
5135,Arkansas,Sharp County,10446.6,0.3132,0.082,0.262,0.751,0.333333333,0.07,0.347,45.0
5137,Arkansas,Stone County,8577.2,0.2326,0.0852,0.285,0.7237,0.125,0.06,0.367,49.4
5139,Arkansas,Union County,12354.4,0.1851,0.102,0.287,0.7665,0.363636364,0.06,0.292,47.3
5141,Arkansas,Van Buren County,10954.7,0.2604,0.083,0.278,0.814,0.428571429,0.062,0.293,48.3
5143,Arkansas,Washington County,7359.5,0.1487,0.0688,0.252,0.7605,0.434782609,0.039,0.191,44.1
5145,Arkansas,White County,8903.2,0.1751,0.0906,0.28,0.7297,0.368421053,0.055,0.233,44.6
5147,Arkansas,Woodruff County,15890.6,0.2378,0.1073,0.309,0.6809,0.285714286,0.076,0.398,50.2
5149,Arkansas,Yell County,10364.8,0.2125,0.0862,0.319,0.6118,0.272727273,0.042,0.289,48.1
6000,California,California,6195.5,0.1762,0.0655,0.233,0.7557,0.463773585,0.072,0.173,46.8
6001,California,Alameda County,5910.4,0.1351,0.0702,0.193,0.7518,0.657142857,0.062,0.14,45.5
6003,California,Alpine County,,,,0.239,,0.0,0.103,0.236,48.7
6005,California,Amador County,7165.9,0.1753,0.0458,0.261,0.8469,0.384615385,0.077,0.135,40.9
6007,California,Butte County,8502.6,0.1385,0.057,0.251,0.7949,0.375,0.084,0.212,45.0
6009,California,Calaveras County,6806.4,0.1378,0.0599,0.227,0.8152,0.285714286,0.087,0.144,39.6
6011,California,Colusa County,5545.0,,0.041,0.242,0.8286,0.428571429,0.14,0.189,44.0
6013,California,Contra Costa County,5600.1,0.1449,0.0661,0.222,0.7718,0.634615385,0.062,0.115,44.9
6015,California,Del Norte County,10283.1,,0.0519,0.268,0.8266,0.333333333,0.088,0.309,44.4
6017,California,El Dorado County,6034.0,0.1053,0.0626,0.199,0.8425,0.3,0.069,0.102,43.4
6019,California,Fresno County,7783.2,0.1813,0.0686,0.264,0.7748,0.34,0.106,0.289,45.3
6021,California,Glenn County,8588.1,,0.0501,0.246,0.7296,0.285714286,0.105,0.227,43.7
6023,California,Humboldt County,8582.3,0.1313,0.0581,0.237,0.7648,0.342105263,0.072,0.205,46.5
6025,California,Imperial County,7097.3,0.3094,0.0563,0.254,0.7751,0.588235294,0.229,0.277,45.6
6027,California,Inyo County,9314.9,,0.0701,0.231,0.8758,0.25,0.067,0.162,43.8
6029,California,Kern County,8676.5,0.2421,0.0683,0.294,0.7472,0.376811594,0.098,0.248,45.2
6031,California,Kings County,7423.4,0.2406,0.0627,0.262,0.7262,0.555555556,0.107,0.205,40.8
6033,California,Lake County,10286.6,0.1941,0.0632,0.237,0.7763,0.533333333,0.108,0.268,40.8
6035,California,Lassen County,8103.3,,0.0677,0.249,0.825,0.3125,0.095,0.167,39.3
6037,California,Los Angeles County,6087.9,0.2151,0.0694,0.204,0.7066,0.498098859,0.075,0.211,49.1
6039,California,Madera County,7200.1,0.3184,0.0609,0.236,0.8072,0.461538462,0.094,0.243,45.0
6041,California,Marin County,4052.8,0.0686,0.0616,0.171,0.772,0.487804878,0.046,0.073,50.3
6043,California,Mariposa County,8065.7,,0.0594,0.232,0.8303,0.25,0.075,0.172,43.8
6045,California,Mendocino County,8704.1,0.1266,0.0572,0.204,0.8033,0.5,0.069,0.223,45.0
6047,California,Merced County,7661.3,0.2463,0.062,0.295,0.7822,0.545454546,0.127,0.258,45.0
6049,California,Modoc County,9576.1,,0.0558,0.224,0.8,0.2,0.097,0.301,48.1
6051,California,Mono County,6280.7,,0.0793,0.222,0.75,0.571428571,0.06,0.124,42.6
6053,California,Monterey County,5595.2,0.2333,0.0596,0.218,0.8107,0.514285714,0.085,0.168,44.3
6055,California,Napa County,5763.5,0.1311,0.0572,0.208,0.7769,0.583333333,0.051,0.114,45.8
6057,California,Nevada County,6222.4,0.1084,0.0608,0.205,0.8563,0.4375,0.066,0.117,41.8
6059,California,Orange County,4701.1,0.1474,0.0604,0.185,0.7838,0.543624161,0.053,0.121,45.6
6061,California,Placer County,5239.5,0.0756,0.0567,0.176,0.7521,0.620689655,0.065,0.072,42.1
6063,California,Plumas County,6903.1,0.0226,0.0626,0.26,0.7042,0.375,0.106,0.165,41.7
6065,California,Riverside County,7177.4,0.1742,0.063,0.245,0.7394,0.623762376,0.086,0.158,43.9
6067,California,Sacramento County,7286.6,0.1311,0.0677,0.25,0.7828,0.313432836,0.072,0.177,42.4
6069,California,San Benito County,4832.2,0.1561,0.0527,0.229,0.7552,0.6,0.096,0.122,40.2
6071,California,San Bernardino County,7828.3,0.1899,0.0688,0.271,0.7232,0.454545455,0.08,0.165,41.6
6073,California,San Diego County,5738.6,0.1497,0.0629,0.222,0.7717,0.423280423,0.06,0.149,45.0
6075,California,San Francisco County,6214.8,0.1268,0.0696,0.161,0.7733,0.4,0.053,0.127,50.8
6077,California,San Joaquin County,7571.2,0.192,0.0668,0.292,0.7722,0.581395349,0.104,0.187,43.5
6079,California,San Luis Obispo County,5707.3,0.1155,0.0588,0.215,0.8525,0.4,0.057,0.118,45.9
6081,California,San Mateo County,4554.5,0.1205,0.0643,0.169,0.7839,0.552631579,0.047,0.073,46.4
6083,California,Santa Barbara County,5655.6,0.1908,0.0634,0.222,0.8382,0.463414634,0.054,0.15,47.8
6085,California,Santa Clara County,4291.4,0.1421,0.064,0.19,0.7587,0.5,0.06,0.099,45.2
6087,California,Santa Cruz County,5199.3,0.1633,0.0539,0.178,0.7826,0.5,0.073,0.143,46.4
6089,California,Shasta County,8626.2,0.1173,0.0607,0.253,0.7856,0.34375,0.101,0.206,45.1
6091,California,Sierra County,9253.4,,,0.24,0.75,0.142857143,0.105,0.183,42.6
6093,California,Siskiyou County,9578.6,,0.0723,0.255,0.8479,0.454545455,0.102,0.249,44.5
6095,California,Solano County,6868.2,0.1446,0.0698,0.251,0.7027,0.625,0.069,0.126,39.9
6097,California,Sonoma County,5364.2,0.1484,0.0547,0.198,0.77,0.44,0.057,0.106,43.9
6099,California,Stanislaus County,7838.3,0.2313,0.0635,0.28,0.756,0.75,0.111,0.182,43.5
6101,California,Sutter County,6518.6,,0.0581,0.245,0.7812,0.5,0.123,0.177,42.3
6103,California,Tehama County,8220.0,0.248,0.0554,0.255,0.7487,0.230769231,0.091,0.268,44.7
6105,California,Trinity County,11402.9,,0.0579,0.232,0.7419,0.166666667,0.124,0.269,45.9
6107,California,Tulare County,8416.6,0.2448,0.0597,0.282,0.7776,0.390243902,0.108,0.322,44.9
6109,California,Tuolumne County,8256.2,0.1595,0.0516,0.228,0.7869,0.375,0.079,0.176,46.2
6111,California,Ventura County,5464.9,0.1389,0.0635,0.231,0.7921,0.395833333,0.063,0.124,42.9
6113,California,Yolo County,5905.3,0.1538,0.0541,0.254,0.8414,0.333333333,0.074,0.146,45.8
6115,California,Yuba County,9736.4,0.1664,0.0683,0.274,0.7574,0.416666667,0.12,0.269,41.5
8000,Colorado,Colorado,6185.2,0.1287,0.0884,0.193,0.783,0.374810319,0.049,0.153,43.6
8001,Colorado,Adams County,6943.3,0.1787,0.0884,0.243,0.8285,0.52,0.055,0.18,37.7
8003,Colorado,Alamosa County,8101.1,0.129,0.1185,0.192,0.7683,0.25,0.053,0.3,47.0
8005,Colorado,Arapahoe County,5594.5,0.1198,0.0905,0.195,0.8373,0.448275862,0.05,0.161,43.3
8007,Colorado,Archuleta County,5046.8,,0.0949,0.166,0.8615,0.2,0.052,0.175,48.2
8009,Colorado,Baca County,7945.6,0.1443,0.1209,0.238,0.7561,0.333333333,0.035,0.296,45.1
8011,Colorado,Bent County,7336.7,,0.1227,0.217,0.8649,0.25,0.064,0.338,44.4
8013,Colorado,Boulder County,4441.5,0.084,0.0764,0.125,0.8139,0.34375,0.042,0.111,43.8
8014,Colorado,Broomfield County,4285.9,0.0916,0.0822,0.187,,0.333333333,0.046,0.064,
8015,Colorado,Chaffee County,5883.8,0.1056,0.0965,0.155,0.8,0.333333333,0.046,0.172,44.1
8017,Colorado,Cheyenne County,,,,0.183,,0.5,0.028,0.167,42.4
8019,Colorado,Clear Creek County,6890.3,0.074,0.1209,0.204,0.8696,0.2,0.046,0.107,40.7
8021,Colorado,Conejos County,7052.0,,0.0858,0.166,0.7699,0.285714286,0.075,0.314,46.4
8023,Colorado,Costilla County,10879.3,,0.1183,0.184,0.5789,0.142857143,0.076,0.398,46.0
8025,Colorado,Crowley County,7448.3,,0.0993,0.196,0.9118,0.2,0.075,0.369,50.5
8027,Colorado,Custer County,9683.9,0.0656,0.129,0.168,0.9474,0.5,0.051,0.212,45.8
8029,Colorado,Delta County,6583.7,0.1451,0.0785,0.197,0.7451,0.444444444,0.044,0.176,42.3
8031,Colorado,Denver County,8249.3,0.1697,0.0955,0.163,0.6157,0.436363636,0.055,0.254,47.1
8033,Colorado,Dolores County,,0.0701,,0.194,0.625,0.333333333,0.073,0.152,45.7
8035,Colorado,Douglas County,3531.7,0.0611,0.0851,0.16,0.8065,0.466666667,0.042,0.026,35.9
8037,Colorado,Eagle County,3658.5,0.1017,0.088,0.13,0.8409,0.384615385,0.036,0.088,44.6
8039,Colorado,Elbert County,5042.7,0.0631,0.0843,0.174,0.7727,0.2,0.048,0.071,35.0
8041,Colorado,El Paso County,6533.5,0.1139,0.0966,0.198,0.7044,0.271428571,0.058,0.132,40.5
8043,Colorado,Fremont County,9302.0,0.1452,0.0958,0.198,0.8061,0.363636364,0.065,0.229,40.9
8045,Colorado,Garfield County,6097.7,0.1643,0.0733,0.154,0.8291,0.75,0.031,0.104,38.7
8047,Colorado,Gilpin County,6484.2,0.079,0.1082,0.168,,0.0,0.043,0.075,35.4
8049,Colorado,Grand County,6494.8,0.0374,0.1117,0.166,0.8108,0.375,0.037,0.1,40.9
8051,Colorado,Gunnison County,5344.4,0.0641,0.0892,0.152,,0.181818182,0.036,0.118,46.2
8053,Colorado,Hinsdale County,,,,0.175,,1.0,0.034,0.209,44.5
8055,Colorado,Huerfano County,8668.5,,0.1086,0.183,0.6197,0.666666667,0.065,0.32,47.3
8057,Colorado,Jackson County,,0.0998,,0.217,,0.25,0.033,0.248,41.5
8059,Colorado,Jefferson County,5564.8,0.112,0.0842,0.174,0.8468,0.514285714,0.047,0.111,39.7
8061,Colorado,Kiowa County,,,,0.186,,0.25,0.039,0.204,44.4
8063,Colorado,Kit Carson County,7158.8,0.198,0.0734,0.24,0.7872,0.5,0.034,0.191,44.1
8065,Colorado,Lake County,4977.4,0.1814,0.1354,0.183,0.9143,0.333333333,0.046,0.188,41.6
8067,Colorado,La Plata County,5783.3,0.0922,0.0836,0.142,0.7415,0.571428571,0.036,0.122,44.8
8069,Colorado,Larimer County,4812.2,0.1037,0.0774,0.165,0.82,0.375,0.043,0.109,41.7
8071,Colorado,Las Animas County,8202.0,0.2285,0.0956,0.207,0.7634,0.222222222,0.046,0.212,51.2
8073,Colorado,Lincoln County,5000.2,0.0984,0.0801,0.22,0.9054,0.166666667,0.038,0.21,41.2
8075,Colorado,Logan County,6449.9,0.1276,0.0624,0.214,0.8245,0.25,0.04,0.172,43.1
8077,Colorado,Mesa County,7279.5,0.117,0.0748,0.199,0.8434,0.444444444,0.039,0.164,43.3
8079,Colorado,Mineral County,,,,0.181,,1.0,0.058,0.114,51.8
8081,Colorado,Moffat County,6873.8,0.2258,0.0982,0.194,0.7925,0.142857143,0.039,0.126,38.0
8083,Colorado,Montezuma County,9578.8,0.1656,0.0759,0.19,0.6816,0.375,0.054,0.229,45.3
8085,Colorado,Montrose County,6441.0,0.1468,0.0768,0.169,0.8585,0.333333333,0.05,0.218,41.7
8087,Colorado,Morgan County,7158.4,0.2484,0.0733,0.195,0.902,0.375,0.043,0.172,41.7
8089,Colorado,Otero County,8561.1,0.1692,0.113,0.233,0.8671,0.5,0.062,0.384,44.4
8091,Colorado,Ouray County,6138.2,0.0397,,0.173,,0.5,0.037,0.113,45.3
8093,Colorado,Park County,6474.1,0.1184,0.1273,0.165,0.8929,0.1,0.048,0.114,36.4
8095,Colorado,Phillips County,8436.6,,0.0636,0.196,0.9016,0.5,0.033,0.16,41.7
8097,Colorado,Pitkin County,4194.8,0.0967,0.0847,0.135,0.8571,0.333333333,0.034,0.048,47.9
8099,Colorado,Prowers County,7242.6,0.25,0.0822,0.201,0.7143,0.2,0.045,0.304,42.8
8101,Colorado,Pueblo County,8434.9,0.1628,0.0919,0.233,0.8408,0.470588235,0.062,0.26,45.2
8103,Colorado,Rio Blanco County,7436.8,0.1832,0.0802,0.157,0.85,1.0,0.027,0.111,38.2
8105,Colorado,Rio Grande County,7569.1,0.1517,0.1,0.175,0.8627,0.8,0.058,0.285,45.1
8107,Colorado,Routt County,5241.3,0.0432,0.0969,0.13,0.9545,0.444444444,0.034,0.066,43.2
8109,Colorado,Saguache County,5653.7,,0.1053,0.204,,0.0,0.074,0.456,45.3
8111,Colorado,San Juan County,,,,0.184,,0.0,0.055,0.223,42.6
8113,Colorado,San Miguel County,5992.2,0.0462,0.0821,0.149,,0.4,0.04,0.111,51.1
8115,Colorado,Sedgwick County,8928.9,,,0.204,0.7931,0.333333333,0.03,0.172,42.6
8117,Colorado,Summit County,4952.2,0.0697,0.1185,0.127,0.7632,0.8,0.038,0.085,40.9
8119,Colorado,Teller County,7071.8,0.0759,0.1051,0.179,0.8283,0.333333333,0.055,0.12,36.9
8121,Colorado,Washington County,6352.2,0.1639,,0.198,0.8571,0.166666667,0.034,0.194,44.7
8123,Colorado,Weld County,6401.9,0.153,0.0764,0.23,0.7734,0.358974359,0.053,0.132,43.0
8125,Colorado,Yuma County,6955.3,0.1508,0.0757,0.215,0.7304,0.285714286,0.025,0.181,42.3
9000,Connecticut,Connecticut,5819.4,0.1149,0.077,0.217,0.8286,0.431506849,0.057,0.108,48.1
9001,Connecticut,Fairfield County,4983.5,0.1145,0.0728,0.179,0.8036,0.466666667,0.052,0.083,54.0
9003,Connecticut,Hartford County,6248.0,0.1114,0.0836,0.221,0.8453,0.37037037,0.061,0.14,45.3
9005,Connecticut,Litchfield County,5509.2,0.1046,0.0655,0.211,0.835,0.5,0.053,0.062,43.0
9007,Connecticut,Middlesex County,4906.1,0.099,0.0669,0.211,0.8435,0.52173913,0.048,0.057,40.2
9009,Connecticut,New Haven County,6540.4,0.1275,0.0829,0.24,0.8241,0.481012658,0.063,0.135,45.1
9011,Connecticut,New London County,6284.2,0.1129,0.0679,0.224,0.8166,0.41025641,0.055,0.096,41.1
9013,Connecticut,Tolland County,4376.4,0.0949,0.0688,0.211,0.8555,0.55,0.048,0.053,38.5
